#time,accel_x,accel_y,accel_z
1367.879672,-9400.615463,370.102971,76.609550
1367.879998,-9252.574275,74.020594,0.000000
1367.880323,-9474.636058,444.123565,153.219100
1367.880649,-9326.594869,0.000000,153.219100
1367.880974,-9326.594869,0.000000,153.219100
1367.881299,-9178.553681,0.000000,153.219100
1367.881625,-9844.739029,370.102971,0.000000
1367.881950,-9400.615463,0.000000,153.219100
1367.882276,-9252.574275,370.102971,0.000000
1367.882601,-9474.636058,74.020594,383.047749
1367.882927,-9326.594869,74.020594,689.485948
1367.883252,-9400.615463,74.020594,229.828649
1367.883577,-9548.656652,148.041188,229.828649
1367.883903,-9400.615463,148.041188,0.000000
1367.884228,-9474.636058,148.041188,0.000000
1367.884554,-9252.574275,0.000000,153.219100
1367.884879,-9252.574275,0.000000,306.438199
1367.885204,-9326.594869,370.102971,0.000000
1367.885530,-9252.574275,74.020594,0.000000
1367.885855,-9400.615463,296.082377,-536.266849
1367.886181,-9326.594869,222.061783,0.000000
1367.886506,-9326.594869,74.020594,0.000000
1367.886832,-9474.636058,222.061783,612.876398
1367.887157,-9326.594869,296.082377,0.000000
1367.887482,-9474.636058,296.082377,0.000000
1367.887808,-9326.594869,0.000000,0.000000
1367.888133,-9474.636058,222.061783,0.000000
1367.888459,-9326.594869,148.041188,0.000000
1367.888784,-9400.615463,296.082377,0.000000
1367.889110,-9474.636058,0.000000,383.047749
1367.889435,-9474.636058,370.102971,76.609550
1367.889760,-9474.636058,74.020594,0.000000
1367.890086,-9326.594869,0.000000,0.000000
1367.890411,-9474.636058,0.000000,153.219100
1367.890737,-9400.615463,74.020594,0.000000
1367.891062,-9326.594869,296.082377,76.609550
1367.891387,-9474.636058,0.000000,459.657299
1367.891713,-9178.553681,222.061783,0.000000
1367.892038,-9474.636058,296.082377,0.000000
1367.892364,-9474.636058,0.000000,229.828649
1367.892689,-9400.615463,222.061783,153.219100
1367.893015,-9474.636058,370.102971,-76.609550
1367.893340,-9474.636058,74.020594,459.657299
1367.893665,-9400.615463,148.041188,229.828649
1367.893991,-9474.636058,148.041188,383.047749
1367.894316,-9400.615463,222.061783,842.705048
1367.894642,-9622.677246,148.041188,0.000000
1367.894967,-9400.615463,74.020594,153.219100
1367.895293,-9326.594869,222.061783,-306.438199
1367.895618,-9400.615463,148.041188,306.438199
1367.895943,-9474.636058,222.061783,0.000000
1367.896269,-9548.656652,148.041188,229.828649
1367.896594,-9104.533087,-148.041188,76.609550
1367.896920,-9474.636058,74.020594,0.000000
1367.897245,-9400.615463,-444.123565,0.000000
1367.897571,-9104.533087,-74.020594,0.000000
1367.897896,-9696.697840,74.020594,0.000000
1367.898221,-9400.615463,148.041188,153.219100
1367.898547,-9400.615463,148.041188,0.000000
1367.898872,-9178.553681,0.000000,153.219100
1367.899198,-9474.636058,74.020594,76.609550
1367.899523,-9474.636058,74.020594,0.000000
1367.899848,-9474.636058,74.020594,76.609550
1367.900174,-9474.636058,222.061783,0.000000
1367.900499,-9326.594869,148.041188,0.000000
1367.900825,-9326.594869,0.000000,383.047749
